# Time =     1.96559098E+00 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           3  -129.64767303140272       -1.5165720626656299E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757       -1.1879792460012193E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.33988433E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140084       -2.7575958414931926E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -2.6743969730078556E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140081       -2.4827690719900224E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139948       -2.1881722807746159E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34008434E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139911       -1.0404912380874804E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144       -1.0495922220820663E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140269       -1.0602406566246961E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757       -1.0814897064971852E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34028435E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140081        1.6658566451310559E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139942        1.5732016188267547E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140076        1.3703398247184356E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.0537028616820592E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34048436E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139908        2.7588381603089821E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141        2.6711643300829389E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140269        2.4700158112308510E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139755        2.1607303622287105E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34068436E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140084        1.1984567558787968E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139945        1.1993233941400308E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079        1.1923066087852585E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.1861102355618524E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34088437E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139911       -1.5035335575658048E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144       -1.4146137354860024E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140266       -1.2210253292455895E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757       -9.1817572020426403E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34108438E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140081       -2.7474626176305110E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139939       -2.6558104306227428E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079       -2.4463463699366358E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139948       -2.1241800194914078E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34128439E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139917       -1.3480927473337321E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144       -1.3407621420768541E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140263       -1.3160768181924611E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760       -1.2824868662056799E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34148439E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140084        1.3372385041422193E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139945        1.2526831435757367E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140076        1.0694493881016665E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139948        7.8217495088004937E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34168440E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139914        2.7237922386135368E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138        2.6286190548654731E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140266        2.4121592233426839E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139763        2.0789645026072790E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34188441E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140084        1.4887800016950325E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139942        1.4733991836655212E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079        1.4310938713535170E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.3703559054436690E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34208442E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139914       -1.1678789669319201E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138       -1.0883228678411376E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140269       -9.1643272134434190E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760       -6.4645102706116874E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34228442E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087       -2.6881829012459975E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139942       -2.5899770151922421E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079       -2.3678899570334418E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -2.0255746263587159E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34248443E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139919       -1.6200001999700104E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141       -1.5967322062714704E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140266       -1.5369842803815864E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760       -1.4495034316401905E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34268444E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087        9.9640144052686935E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139939        9.2239976499681997E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140076        7.6280710881471242E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953        5.1172813797445356E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34288445E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139917        2.6410383375881835E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138        2.5403549752230036E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140266        2.3140003651891848E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139763        1.9645363695505842E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34308445E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140081        1.7413052814917626E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139939        1.7103096377058919E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140073        1.6334464343622087E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953        1.5197701550967189E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34328446E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139917       -8.2375222662934127E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138       -7.5575395794386902E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140269       -6.0939618483151874E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760       -3.7868552257757416E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34348447E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140081       -2.5828099478549644E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139939       -2.4803040998107054E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079       -2.2509882519385201E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139956       -1.8964178515745920E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34368448E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139914       -1.8523335571800121E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141       -1.8137201685973283E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140266       -1.7202507701652563E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139763       -1.5810396889644330E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34388448E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140084        6.5086529362145460E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139939        5.8920109815671902E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140076        4.5700967706420693E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        2.4797716057499412E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34408449E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139914        2.5140152806422646E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141        2.4104039132403418E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140263        2.1793946879614007E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139763        1.8218157941095790E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34428450E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140081        1.9527596941746630E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139942        1.9066561166540999E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079        1.7972161725078363E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953        1.6332521235654959E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34448451E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139911       -4.7861652336363616E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138       -4.2357309561890690E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258       -3.0641573151067992E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139769       -1.2022973661837473E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34468451E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087       -2.4352358890627548E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139942       -2.3312498950276430E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079       -2.0998178427713107E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -1.7413631844196557E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34488452E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139908       -2.0423100982074084E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144       -1.9888936601192536E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140260       -1.8642098914532792E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139763       -1.6764127075909898E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34508453E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140090        3.0784489884863563E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139939        2.5970070297584303E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140081        1.5834109492911143E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953       -3.9587982321808828E-010  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34528454E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902        2.3471185380493855E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144        2.2434345151444158E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140260        2.0129034273798346E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139769        1.6556947341562587E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34548454E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087        2.1207409892485443E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936        2.0603217142864106E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140081        1.9211445456490623E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.7105991279436481E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34568455E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902       -1.3934018947314715E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138       -9.8424901836318696E-009  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140263       -1.3455240946232782E-009  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760        1.2402757654003218E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34588456E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087       -2.2503577466766581E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -2.1475732241609898E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079       -1.9193349429095496E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -1.5654587513698410E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34608457E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902       -2.1878862009659777E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141       -2.1208851220007627E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258       -1.9679918093607390E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139763       -1.7359507055913701E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34628457E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140090       -2.6114711999701936E-009  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -5.9461384772775904E-009  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140081       -1.2760474136301708E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -2.3945581706400818E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34648458E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139899        2.1456736488400172E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141        2.0443228010062733E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258        1.8198086758157707E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139766        1.4712967755419927E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34668459E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087        2.2436560594086692E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936        2.1705904147860144E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140081        2.0047904627114354E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.7526639439985842E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34688460E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902        1.8776464709032154E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138        2.1321744069672425E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140260        2.6423451931103432E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760        3.4977176507923591E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34708460E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087       -2.0337942334607462E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -1.9343999633366627E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140079       -1.7150243566805254E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953       -1.3738597024661452E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34728461E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139899       -2.2880721693836330E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141       -2.2094567003411133E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258       -2.0316546441069250E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760       -1.7609637815908569E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34748462E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087       -3.4486082616477536E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -3.6219770482014543E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140081       -3.9584791972852912E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953       -4.5455002678109405E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34768463E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139899        1.9154422547128792E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141        1.8185757191217533E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258        1.6056697801649238E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760        1.2738053649925732E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34788463E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140093        2.3212292246217342E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139934        2.2375504105717112E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140076        2.0487682785124201E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.7611218035625795E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34808464E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902        4.9670248447343226E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144        5.0581284918156748E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258        5.2189634342779624E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760        5.5342351914996485E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34828465E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140087       -1.7913503111164427E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139934       -1.6976489593488954E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140076       -1.4924381023338048E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -1.1718064217518279E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34848466E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902       -2.3432898799331592E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140147       -2.2549743057159771E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258       -2.0563789096305079E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757       -1.7534443838091160E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34868466E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140093       -6.4262705407277965E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139934       -6.4353395631335184E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140070       -6.4187678523057524E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139953       -6.4608320618039590E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34888467E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139899        1.6622683089739868E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140141        1.5724160709254555E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258        1.3760257514047839E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757        1.0685269826429379E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34908468E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140096        2.3544429871040608E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139934        2.2619222701217358E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140067        2.0547756140319023E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.7382879755015091E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34928469E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902        7.8205675017097219E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140144        7.7483528794174957E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258        7.5535657962341404E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757        7.3227223666137348E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34948469E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140096       -1.5289883753519429E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -1.4436417685044708E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140070       -1.2571477450486365E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -9.6461940523781221E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34968470E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139902       -2.3549174271787436E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140138       -2.2586667895225838E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258       -2.0442755279269560E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139757       -1.7160479304565057E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.34988471E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140093       -9.1447320845786652E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139936       -8.9922354263417760E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140064       -8.6197041677743888E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951       -8.1178672619294762E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.35008472E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139899        1.3923291933464049E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140133        1.3120606817576180E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140258        1.1365215434308585E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139760        8.6069283284638747E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     2.35028472E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140093        2.3449769802911607E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139942        2.2455766852693002E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140064        2.0252234021249921E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139951        1.6871617910430978E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     2.35048473E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139899        1.0394426746390620E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140133        1.0162181124938893E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140263        9.6142691009362619E-008  -0.0000000000000000       -0.0000000000000000     
